feedback,sentiment,rating,char_length,word_length,clean_feedback,sentiment_encoded
My daughter was admitted here when she had met with an accident The treatment she received here was excellent.,1,5,110,19,my daughter was admitted here when she had met with an accident the treatment she received here was excellent,1
Horrible experience after colonoscopy I sent my parents who live alone in bangalore for coloniscopy.,0,2,100,15,horrible experience after colonoscopy i sent my parents who live alone in bangalore for coloniscopy,0
Manipal is the Best Hospital in Bangalore.,1,5,42,7,manipal is the best hospital in bangalore,1
My uncle operated Knee replacement surgery in Manipal hospital Hebbal Excellent health care hospital and intelligent and humble doctors like Dr Kiran Chouka.,1,4,157,23,my uncle operated knee replacement surgery in manipal hospital hebbal excellent health care hospital and intelligent and humble doctors like dr kiran chouka,1
Very friendly staff Made our health package procedure smooth and hastle free,1,4,76,12,very friendly staff made our health package procedure smooth and hastle free,1
This hospital is nice All the sections are well organised and the staffs are also very polite Really like this ambience and facilities.,1,4,135,23,this hospital is nice all the sections are well organised and the staffs are also very polite really like this ambience and facilities,1
Wonderful experience at the hospital I had been struggling to find some vaccine that was needed for a foreign college admission.,1,5,128,21,wonderful experience at the hospital i had been struggling to find some vaccine that was needed for a foreign college admission,1
My dad got treatment for bacterial meningitis in Manipal Hebbala Doctors Mr Anil and Mr Srinivasa Raju took care of him.,1,5,120,21,my dad got treatment for bacterial meningitis in manipal hebbala doctors mr anil and mr srinivasa raju took care of him,1
I wish there would have been an option to give 0 star for Dr Shridhar Singh(Ortho) he is such a scammer and I must say he should be removed from hospital.,0,2,154,31,i wish there would have been an option to give star for dr shridhar singhortho he is such a scammer and i must say he should be removed from hospital,0
Do not and I mean it Do not get ur test done here I got my MRI report in 4days My wife CT scan and blood report also they messed up,0,1,131,31,do not and i mean it do not get ur test done here i got my mri report in days my wife ct scan and blood report also they messed up,0
Our first visit to the hospital Great experience Mr Vishaal from International department was very helpful with the Dr appointments and all the tests Hassle free experience.,1,5,173,27,our first visit to the hospital great experience mr vishaal from international department was very helpful with the dr appointments and all the tests hassle free experience,1
Update as of 15th Oct Ms Sharmila from MH dropped a note to me with details and I have responded with artefacts Hope I will get justice.,0,2,136,27,update as of th oct ms sharmila from mh dropped a note to me with details and i have responded with artefacts hope i will get justice,0
Manipal taking over Columbia Asia has made everything nonsense  To take appointments I had to call 10 times.,0,2,108,18,manipal taking over columbia asia has made everything nonsense to take appointments i had to call times,0
I will not recommend this hospital to anyone I had a worst experience today I have admitted my wife in hebbal manipal doctor suggested sdp process to transfer platlets,0,1,167,29,i will not recommend this hospital to anyone i had a worst experience today i have admitted my wife in hebbal manipal doctor suggested sdp process to transfer platlets,0
I have severe abdominal pain n the customer care said he will arrange a video call with doctor to understand and suggest me medication but then no body turned n again,0,1,166,31,i have severe abdominal pain n the customer care said he will arrange a video call with doctor to understand and suggest me medication but then no body turned n again,0
one of the worst hospital no maintenance no communication and no humanity too Dr sunil cardio he is worst doc possible.,0,1,119,21,one of the worst hospital no maintenance no communication and no humanity too dr sunil cardio he is worst doc possible,0
Had an amazing dental procedure experience with Dr Sindhu and Dr Bhargav for my wife Manisha From start to finish they were professional caring and made me feel at ease.,1,4,169,30,had an amazing dental procedure experience with dr sindhu and dr bhargav for my wife manisha from start to finish they were professional caring and made me feel at ease,1
We have been consulting Dr Sunil Kumar Cardiology Dr Girish Nephrology Dr Udnur Pulmonology and Dr Abhijit Bhograj Diabetology since 2021 I must say they are a great team of doctors.,1,4,182,31,we have been consulting dr sunil kumar cardiology dr girish nephrology dr udnur pulmonology and dr abhijit bhograj diabetology since i must say they are a great team of doctors,1
I was admitted to manipal hospital for my surgery Nurses & doctors did their jobs really well.,1,5,94,17,i was admitted to manipal hospital for my surgery nurses doctors did their jobs really well,1
The staff is incompetent Dealing with them was tedious.,0,2,55,9,the staff is incompetent dealing with them was tedious,0
Don't go for opd they try to admit to emergency or make you wait like hell I went in the morning with mild fever.,0,1,113,24,dont go for opd they try to admit to emergency or make you wait like hell i went in the morning with mild fever,0
Had consulted Cardiologist Dr Chandan Excellent hospitality by Dr Chandan and front desk Everyone made us feel comfortable and guided thru Eco and ECG tests.,1,5,157,25,had consulted cardiologist dr chandan excellent hospitality by dr chandan and front desk everyone made us feel comfortable and guided thru eco and ecg tests,1
The hospital staff is pretty welcoming.,1,4,39,6,the hospital staff is pretty welcoming,1
I've admitted in labour ward for delivery the treatment is good but bit costly.,1,3,79,14,ive admitted in labour ward for delivery the treatment is good but bit costly,1
This place is a nightmare they will ask you to register first by paying 1000 and then tell that they donâ€™t have the medicine please try the other hospital.,0,1,157,29,this place is a nightmare they will ask you to register first by paying and then tell that they dont have the medicine please try the other hospital,0
Helped us detect an important issue via blood test performed during our stay in emergency.,1,4,90,15,helped us detect an important issue via blood test performed during our stay in emergency,1
My aunt TKR Surgery done with Dr Ravichandra Kelkar We are extremely very happy with his treatment,1,4,98,17,my aunt tkr surgery done with dr ravichandra kelkar we are extremely very happy with his treatment,1
Very good and fast service Mr Vishal helped a lot and thanks to him we were able to receive the services and care within 20 minutes,1,5,131,26,very good and fast service mr vishal helped a lot and thanks to him we were able to receive the services and care within minutes,1
This hospital is nice All the sections are well organised and the staffs are also very polite.,1,4,94,17,this hospital is nice all the sections are well organised and the staffs are also very polite,1
Doctors are good but the mangement and services provided are atmost negligent and pathetic,1,3,90,14,doctors are good but the mangement and services provided are atmost negligent and pathetic,1
Dr Bhargav and Dr Sindhu (Dental) are SUPER STARS Had been there last Saturday and today for my daughter's check up and consultation and they very patiently checked provided expert advice,1,4,187,31,dr bhargav and dr sindhu dental are super stars had been there last saturday and today for my daughters check up and consultation and they very patiently checked provided expert advice,1
I went to Manipal hebbal for a check up The front desk person Somya was really courteous He helped me get paid with additional information,1,5,138,25,i went to manipal hebbal for a check up the front desk person somya was really courteous he helped me get paid with additional information,1
My grandmother was admitted in cardiology department excellent doctors who explain condition prognosis and treatment plan in simple manner.,1,4,139,19,my grandmother was admitted in cardiology department excellent doctors who explain condition prognosis and treatment plan in simple manner,1
it's is good experience Doctor are very nice they treat the patient very nice staff r very good.,1,5,96,18,its is good experience doctor are very nice they treat the patient very nice staff r very good,1
On Sunday staff are minimal non of the staff will help you at any cost if patient die even though they doesn't care for a single report they need 2 days of time.,0,2,161,33,on sunday staff are minimal non of the staff will help you at any cost if patient die even though they doesnt care for a single report they need days of time,0
Doctors are knowledgeable in the hospital but Please beware of Mr Chinna Kesava head of billing and payment department He will charge you for some thing that is not in the prescription.,0,1,185,32,doctors are knowledgeable in the hospital but please beware of mr chinna kesava head of billing and payment department he will charge you for some thing that is not in the prescription,0
The doctors are good but it is a very mismanaged hospital.,1,3,58,11,the doctors are good but it is a very mismanaged hospital,1
The supervisor( Vivek) is not at working place not supervising anything really the management should look into it,0,2,113,18,the supervisor vivek is not at working place not supervising anything really the management should look into it,0
We have been coming to Manipal for our parents from last 2 years and have been getting a very cordial support from the staff and the team.,1,4,138,27,we have been coming to manipal for our parents from last years and have been getting a very cordial support from the staff and the team,1
It was amazing consultation at manipal hospital they were very kind and friendly I heartfully prefer everyone must visit manipal hospital thanks to dr indranil.,1,5,160,25,it was amazing consultation at manipal hospital they were very kind and friendly i heartfully prefer everyone must visit manipal hospital thanks to dr indranil,1
Good and helpful staff doctor described issues clearly instead giving medicines directly,1,4,88,12,good and helpful staff doctor described issues clearly instead giving medicines directly,1
Very good hospital in the area Management is little messy at times but not always.,1,5,82,15,very good hospital in the area management is little messy at times but not always,1
Don't go for health checkup packages here very bad management no one assists.,0,2,77,13,dont go for health checkup packages here very bad management no one assists,0
I wish to give a rating which will shut down this hospital and cancel license for orthopedic surgeon Dr NavinChand Dambekodi They ended up killing my Dad.,0,1,154,27,i wish to give a rating which will shut down this hospital and cancel license for orthopedic surgeon dr navinchand dambekodi they ended up killing my dad,0
Worried about the humanity how this hospital treat emergency case,0,2,65,10,worried about the humanity how this hospital treat emergency case,0
Loved the services from all the staff staff members were very helpfuldr Santosh is very professional very much satisfied with the overall experience.,1,5,149,23,loved the services from all the staff staff members were very helpfuldr santosh is very professional very much satisfied with the overall experience,1
Very good experience overall right from appointment booking to rescheduling promptness of the staff.,1,4,100,14,very good experience overall right from appointment booking to rescheduling promptness of the staff,1
This place is very unreasonablly expensive.,0,2,43,6,this place is very unreasonablly expensive,0
I had been there for comprehensive health check up and was impressed to find very streamlined approach,1,5,102,17,i had been there for comprehensive health check up and was impressed to find very streamlined approach,1
Attention to patient is bit lagging zero guidance & connectivity between departments for single patient.,0,2,104,15,attention to patient is bit lagging zero guidance connectivity between departments for single patient,0
Coming here for the past 17 years the doctors are really good and the overall service is superb,1,4,95,18,coming here for the past years the doctors are really good and the overall service is superb,1
NU hospital provide excellent service for the patient They follow up everyday 3 to 4 times to the patient,1,5,105,19,nu hospital provide excellent service for the patient they follow up everyday to times to the patient,1
Like the hospital Affordable plan is easy to operate and saving me some money with the cash back discount,1,4,105,19,like the hospital affordable plan is easy to operate and saving me some money with the cash back discount,1
The canteen provided excellent food and service,1,4,47,7,the canteen provided excellent food and service,1
they charge us to park our vehicle in their own hospital and make us wait for hours.,0,2,84,17,they charge us to park our vehicle in their own hospital and make us wait for hours,0
We're coming here for quite a long time The staffs here are very friendly and helpful,1,5,85,16,were coming here for quite a long time the staffs here are very friendly and helpful,1
Room attendants are so kind and always make sure the room is cleaned and always replenish the amenities,1,5,103,18,room attendants are so kind and always make sure the room is cleaned and always replenish the amenities,1
Doctors are so kind and always give updates regarding the patient and fees structure is more,1,3,92,16,doctors are so kind and always give updates regarding the patient and fees structure is more,1
they did my transplant done successfully Hospital for giving second life for me,1,4,79,13,they did my transplant done successfully hospital for giving second life for me,1
Good service Front office staff is treated good and doctors also i will refer my family to this hospital.,1,5,105,19,good service front office staff is treated good and doctors also i will refer my family to this hospital,1
To earn money they will copy and paste the reports and if the patient ask for an explanation not even one doctor will be available.,0,2,131,25,to earn money they will copy and paste the reports and if the patient ask for an explanation not even one doctor will be available,0
Exlent service about food and tast very good but staff is not nice,1,3,66,13,exlent service about food and tast very good but staff is not nice,1
Insurance department for helping with the process Overall Experience was really good.,1,5,85,12,insurance department for helping with the process overall experience was really good,1
Some patients expressed dissatisfaction with waiting times for appointments.,0,1,76,9,some patients expressed dissatisfaction with waiting times for appointments,0
A few reviews mentioned issues with administrative processes.,0,2,61,8,a few reviews mentioned issues with administrative processes,0
Specialized care and expertise in nephrology and urology.,1,4,57,8,specialized care and expertise in nephrology and urology,1
Professional and knowledgeable medical staff But Nurse are not knowledgeable,1,3,76,10,professional and knowledgeable medical staff but nurse are not knowledgeable,1
Clean and well maintained facilities But doctors are too late,1,3,61,10,clean and well maintained facilities but doctors are too late,1
I had a good experience during the time I spend in the hospital,1,4,63,13,i had a good experience during the time i spend in the hospital,1
service is very good and nurse and front office staff are taking personal care plz visite,1,5,89,16,service is very good and nurse and front office staff are taking personal care plz visite,1
Awesome hospital and its management is good all the staff are good and disciplined for their work,1,4,97,17,awesome hospital and its management is good all the staff are good and disciplined for their work,1
they provide help and guidance every step of the way to get the best care possible.,1,5,83,16,they provide help and guidance every step of the way to get the best care possible,1
The Staff and doctors were not good and very poor  professional,0,1,63,11,the staff and doctors were not good and very poor professional,0
It's was good hospital and they all help us very well in parking system more fees structure,1,3,91,17,its was good hospital and they all help us very well in parking system more fees structure,1
the staffs of this hospital are realy helpful and the hospitality is excelent,1,4,77,13,the staffs of this hospital are realy helpful and the hospitality is excelent,1
Good service in all staffs and well maintained,1,5,46,8,good service in all staffs and well maintained,1
I received excellent service in this hospital,1,5,45,7,i received excellent service in this hospital,1
No proper management nothing is organised you will wait for hours with no proper response from staff they will put your patience to test,0,2,136,24,no proper management nothing is organised you will wait for hours with no proper response from staff they will put your patience to test,0
there was a more delays on anything I am happy to get medication from this hospital,0,1,83,16,there was a more delays on anything i am happy to get medication from this hospital,0
Every single person we met at your hospital were so kind caring and friendly the  tremendous support recieved from the hospital from the first day,1,5,146,25,every single person we met at your hospital were so kind caring and friendly the tremendous support recieved from the hospital from the first day,1
good hearted person well qualified doctor and she has good sense of humour best hospital.,1,5,89,15,good hearted person well qualified doctor and she has good sense of humour best hospital,1
Good experience overall Doctors are well experienced in Nephro and Urology Hospital staff is very helpful and cooperative.,1,4,122,18,good experience overall doctors are well experienced in nephro and urology hospital staff is very helpful and cooperative,1
Once we arrived to the hospital she was always there to guide us through the procedures and even directions.,1,4,108,19,once we arrived to the hospital she was always there to guide us through the procedures and even directions,1
No proper management they will put your patience to test,0,1,56,10,no proper management they will put your patience to test,0
they didn't explain complications and about the procedure before procedure was done But consent form it's written explained.,1,3,124,18,they didnt explain complications and about the procedure before procedure was done but consent form its written explained,1
I have only one complaint regarding consent taking for procedures didn't explain complications,0,2,94,13,i have only one complaint regarding consent taking for procedures didnt explain complications,0
No helping nature no support All lab staff are worst no use of working as lab technician in that lab No support to each other.,0,1,126,25,no helping nature no support all lab staff are worst no use of working as lab technician in that lab no support to each other,0
The place is very well maintained with cleaning happening throughout the day.,1,4,77,12,the place is very well maintained with cleaning happening throughout the day,1
Being a international travel with full insurance coverage this hospital was the best treatment we had so far,1,5,108,18,being a international travel with full insurance coverage this hospital was the best treatment we had so far,1
who has contacted the very beginning when we got approved from Government and asked about the travelling time also if we needed any help from Airport to hotel,1,5,158,28,who has contacted the very beginning when we got approved from government and asked about the travelling time also if we needed any help from airport to hotel,1
i strongly recommend not to go that hospital very worst hospitality.,0,1,68,11,i strongly recommend not to go that hospital very worst hospitality,0
Bad experience at the first i went for kidney stones remove consultation doctor did not give proper answer to the issue its just money eating hospital,1,3,150,26,bad experience at the first i went for kidney stones remove consultation doctor did not give proper answer to the issue its just money eating hospital,1
Worst staff please don't go that lab my personal advice to all the lab technician,0,2,81,15,worst staff please dont go that lab my personal advice to all the lab technician,0
Best treatment for uro nephro issues our experience was pretty good admitted for kidney stone problem nursing doctors Well experienced.,1,4,135,20,best treatment for uro nephro issues our experience was pretty good admitted for kidney stone problem nursing doctors well experienced,1
Doctor is very good and he is having patience to explain very well but more cost.,1,3,81,16,doctor is very good and he is having patience to explain very well but more cost,1
After that doctor will see But when check waiting number was increasing,1,3,71,12,after that doctor will see but when check waiting number was increasing,1
if the patient is ready with report and other patients coming after them are getting consultation old patients have to wait.,0,2,124,21,if the patient is ready with report and other patients coming after them are getting consultation old patients have to wait,0
I came in with bad kidney pain and got help immediately Had a brief stay in the ER that was quite good.,0,2,103,22,i came in with bad kidney pain and got help immediately had a brief stay in the er that was quite good,0
Excellent treatment from hospital Accommodation and food are good.,1,5,66,9,excellent treatment from hospital accommodation and food are good,1
Teartment wise really happy specially dialysis department Team work is good I will suggest to my know friends and family members to choose nu hospital,1,5,150,25,teartment wise really happy specially dialysis department team work is good i will suggest to my know friends and family members to choose nu hospital,1
he was so rude/mechanical towards patient pls train this doctor how to be empathetic towards patient first.,0,1,107,17,he was so rudemechanical towards patient pls train this doctor how to be empathetic towards patient first,0
Everybody is so well trained & loving right from cleaners helpers I would highly recommend this hospital.,1,4,105,17,everybody is so well trained loving right from cleaners helpers i would highly recommend this hospital,1
Very confer table but bit costly best treatment for kidny,1,3,57,10,very confer table but bit costly best treatment for kidny,1
Very much helpful and friendly to patients I suggest dialysis patients to reach nu hospital,1,4,91,15,very much helpful and friendly to patients i suggest dialysis patients to reach nu hospital,1
took care of end to end process with out any burden to the patient attendees,1,5,76,15,took care of end to end process with out any burden to the patient attendees,1
the too good service and treatment I feel to refer patients who needed Urology Nephrology treatment at NU hospital.,1,4,115,19,the too good service and treatment i feel to refer patients who needed urology nephrology treatment at nu hospital,1
Providing good health services And giving a well guidline regarding health care.,1,5,80,12,providing good health services and giving a well guidline regarding health care,1
Doctor consultation is excellent but the service from the the staff is not satisfied,1,3,84,14,doctor consultation is excellent but the service from the the staff is not satisfied,1
removed my all old reports from file and shuffled all the reports and once after uploading the report given the old report in teared manner which is very worst thing,0,2,165,30,removed my all old reports from file and shuffled all the reports and once after uploading the report given the old report in teared manner which is very worst thing,0
One of the best hospital to get treatment Hospital staff and doctors are very friendly and kind Hospital is very clean and tidy,1,5,127,23,one of the best hospital to get treatment hospital staff and doctors are very friendly and kind hospital is very clean and tidy,1
This hospital everyone is so good Very helpful also.,1,5,52,9,this hospital everyone is so good very helpful also,1
They ensured I had a smooth prep surgery and follow-up I am so glad I chose (Nu hospital),1,4,89,18,they ensured i had a smooth prep surgery and followup i am so glad i chose nu hospital,1
waiting long time even before consultation and after consultation,0,2,65,9,waiting long time even before consultation and after consultation,0
I am not no about inpatient service but excellent service by outpatient department thankyou once again.,1,3,103,16,i am not no about inpatient service but excellent service by outpatient department thankyou once again,1
This is our pleasure to inform you that it's a great hospital and staff of customer care more professional and they are giving nice Hospitality.,1,4,144,25,this is our pleasure to inform you that its a great hospital and staff of customer care more professional and they are giving nice hospitality,1
Doctors and co ordinators are very good supportive people and excellent service from staff,1,5,90,14,doctors and co ordinators are very good supportive people and excellent service from staff,1
Excellent service and good doctor Special thanks to Dr Aashish and Ranjitha madam she guided us excellent.,1,5,106,17,excellent service and good doctor special thanks to dr aashish and ranjitha madam she guided us excellent,1
Doctors are good but the toilets are very stinky smell everywhere in the reception also canâ€™t sit neatness should maintain near restroom,1,3,138,22,doctors are good but the toilets are very stinky smell everywhere in the reception also cant sit neatness should maintain near restroom,1
Good hospital and staffs are nice good service and I will suggest cleanness.,1,3,76,13,good hospital and staffs are nice good service and i will suggest cleanness,1
He has explained the diagnosis in detail and the treatment procedures very clearly Pharmacy staffs were also very kind and fast in providing their service,1,4,154,25,he has explained the diagnosis in detail and the treatment procedures very clearly pharmacy staffs were also very kind and fast in providing their service,1
One of the best hospitals I have visited in India Friendly and welcoming care from nurses and insurance staffs.,1,4,111,19,one of the best hospitals i have visited in india friendly and welcoming care from nurses and insurance staffs,1
the toilets are very stinky smell everywhere in the reception also canâ€™t sit neatness should maintain near restroom,0,2,117,18,the toilets are very stinky smell everywhere in the reception also cant sit neatness should maintain near restroom,0
Pharmacy staffs needs to be more professional in checking the doctorâ€™s prescription and writing the dose on the medicine.,1,3,123,19,pharmacy staffs needs to be more professional in checking the doctors prescription and writing the dose on the medicine,1
more cost in parking system so worst experience but Good Service from the staff team and doctors,0,2,96,17,more cost in parking system so worst experience but good service from the staff team and doctors,0
It's good Hospital we come as a walk in to See urologist but they guide very well and nice atmospher and supportive staff.,1,4,122,23,its good hospital we come as a walk in to see urologist but they guide very well and nice atmospher and supportive staff,1
The hospital is very hygienic Overall the experience was very hassle free as everything was very well managed and organized.,1,4,124,20,the hospital is very hygienic overall the experience was very hassle free as everything was very well managed and organized,1
Enjoyed the local food served at the hospital cafeteria The management ensured that we were comfortable,1,5,103,16,enjoyed the local food served at the hospital cafeteria the management ensured that we were comfortable,1
I m satisfied with the service But it seams bit costly compared  with othere hospitals.,1,3,87,15,i m satisfied with the service but it seams bit costly compared with othere hospitals,1
it's more costly compared to the other hospital worst toilets cleaning,0,2,70,11,its more costly compared to the other hospital worst toilets cleaning,0
Good hospital for all kind of neurology and urology well hygiene and organised hospital all kind of testing laboratory related to kindney is available,1,4,150,24,good hospital for all kind of neurology and urology well hygiene and organised hospital all kind of testing laboratory related to kindney is available,1
We had a great experience and appreciate it Will recommend to family and friends.,1,5,81,14,we had a great experience and appreciate it will recommend to family and friends,1
they have told me that you need to wait for sometime because first you need to tell all the history of the patient to other doctor then you can meet the main doctor,0,2,164,33,they have told me that you need to wait for sometime because first you need to tell all the history of the patient to other doctor then you can meet the main doctor,0
she have misplaced our reports and we didnâ€™t get that reports only after that.,0,1,80,14,she have misplaced our reports and we didnt get that reports only after that,0
She is such a ill mannered doctor without any ethics Please guys donâ€™t consult her for future visits.,1,3,103,18,she is such a ill mannered doctor without any ethics please guys dont consult her for future visits,1
The hospital building itself was well maintained and hygienic with facilities staff keeping to the highest standards.,1,4,117,17,the hospital building itself was well maintained and hygienic with facilities staff keeping to the highest standards,1
Hi NU is very Good hospital All the staffs and doctors are friendly They have very Good team.,1,5,93,18,hi nu is very good hospital all the staffs and doctors are friendly they have very good team,1
Only go to this hospital if you are not in need of immediate care and have the time to wait for hours [at least 3 hours] just to meet the doctor.,0,2,145,31,only go to this hospital if you are not in need of immediate care and have the time to wait for hours at least hours just to meet the doctor,0
They are so efficient and excellent in making their patients wait You do need a lot of patience to be a patient here.,0,2,117,23,they are so efficient and excellent in making their patients wait you do need a lot of patience to be a patient here,0
You'd reach this hospital faster from Silk Board despite the traffic than meeting the doctor.,1,3,93,15,youd reach this hospital faster from silk board despite the traffic than meeting the doctor,1
Experienced doctors and Management staff  Clean and systematic hospital.,1,4,72,9,experienced doctors and management staff clean and systematic hospital,1
The staff at NU hospital has been very helpful and kind The services provided for the patient was excellent.,1,5,108,19,the staff at nu hospital has been very helpful and kind the services provided for the patient was excellent,1
Excellent Drâ€™s are here in NU Hospital They treated very well I am very happy with the treatment,1,4,98,18,excellent drs are here in nu hospital they treated very well i am very happy with the treatment,1
I never thought we will be taken care at such a level She exceeded our expectations and made our medical trip smooth,1,4,116,22,i never thought we will be taken care at such a level she exceeded our expectations and made our medical trip smooth,1
I wish NU HOSPITAL should do more progress in future to cater the needs of the new urological and renal dieases,1,3,111,21,i wish nu hospital should do more progress in future to cater the needs of the new urological and renal dieases,1
They ensured I had a smooth prep surgery and follow-up made our journey easy.,1,4,77,14,they ensured i had a smooth prep surgery and followup made our journey easy,1
NU Hospital is one of the clean hispitals I have ever visited though it does not have a numbering system for the Queue.,1,5,119,23,nu hospital is one of the clean hispitals i have ever visited though it does not have a numbering system for the queue,1
NU Hospitals believes in patient centricity and is committed to providing the best outcomes and care to its patients.,1,4,117,19,nu hospitals believes in patient centricity and is committed to providing the best outcomes and care to its patients,1
The doctors were very professional and available anytime The nursing staff were very attentive and kind,1,5,103,16,the doctors were very professional and available anytime the nursing staff were very attentive and kind,1
Most of all the International coordinators were very helpful and always with a smile and ready to assist you,1,5,108,19,most of all the international coordinators were very helpful and always with a smile and ready to assist you,1
when a person enter to a hospital that is a very stressful time and if there is some communication issues then it will be really tuff at the customer end.,1,5,154,30,when a person enter to a hospital that is a very stressful time and if there is some communication issues then it will be really tuff at the customer end,1
At the start I believe to show the relevant doctors and to do the test it took a long time.,0,1,91,20,at the start i believe to show the relevant doctors and to do the test it took a long time,0
NU hospital weâ€™re eternally grateful for your hospitality and knowledge,1,4,73,10,nu hospital were eternally grateful for your hospitality and knowledge,1
As per the communication some of the staff was very good but some was a little rude,1,3,83,17,as per the communication some of the staff was very good but some was a little rude,1
I believe this was a miscommunication from the hospital side And it was noticed by the person in the scan room.,0,2,111,21,i believe this was a miscommunication from the hospital side and it was noticed by the person in the scan room,0
However during discharge process I felt it there was a delay both hospital and Aasanda side.,0,2,92,16,however during discharge process i felt it there was a delay both hospital and aasanda side,0
I believe in future from hospital side you can make arrangements by taking into consideration to improve communication with customer.,1,3,133,20,i believe in future from hospital side you can make arrangements by taking into consideration to improve communication with customer,1
looking at customer view point like waiting for several hrs at hospital for nothing,0,2,83,14,looking at customer view point like waiting for several hrs at hospital for nothing,0
Good service and excellent treatments  from doctor's and staff,1,4,62,9,good service and excellent treatments from doctors and staff,1
The doctors the nurses and every single staff at NU Hospitals were committed to what they are doing As a patient I felt home being at NU Hospital,1,4,145,28,the doctors the nurses and every single staff at nu hospitals were committed to what they are doing as a patient i felt home being at nu hospital,1
Itâ€™s so hard to just sit and wait at Operation theater the operation was conducted successfully.,1,3,98,16,its so hard to just sit and wait at operation theater the operation was conducted successfully,1
All staffs are good Thank you for Dr Krishna prasad and Dr Imran Khan for giving time and details explanations of my condition,1,5,126,23,all staffs are good thank you for dr krishna prasad and dr imran khan for giving time and details explanations of my condition,1
He was very patient and was of great help for us throughout the admin process,1,5,77,15,he was very patient and was of great help for us throughout the admin process,1
The nurses were super friendly and they will never leave your side if you need attention at anytime while you are admitted.,1,4,123,22,the nurses were super friendly and they will never leave your side if you need attention at anytime while you are admitted,1
I believe the service I mentioned about doing the test have been improved as I have met someone who did all test with in one to two weeks.,1,3,138,28,i believe the service i mentioned about doing the test have been improved as i have met someone who did all test with in one to two weeks,1
We had very good experience at NU Hospitals West good service and excellent treatments from doctor's and staff,1,5,110,18,we had very good experience at nu hospitals west good service and excellent treatments from doctors and staff,1
I'm really satisfied that I chose NU Hospital for my medical treatment You will be too,1,4,86,16,im really satisfied that i chose nu hospital for my medical treatment you will be too,1
We cannot praise the NU hospital Cafeteria enough for the amazing food quality and great food.,1,3,94,16,we cannot praise the nu hospital cafeteria enough for the amazing food quality and great food,1
they are not giving value patients time and money so bad experiences,0,2,68,12,they are not giving value patients time and money so bad experiences,0
We deeply appreciate the fact that our community has access to such a high-quality organization of professionals and workers.,1,4,125,19,we deeply appreciate the fact that our community has access to such a highquality organization of professionals and workers,1
ICU team is best here but pls value patients time and money if you take advance appointment for doctor consultation.,1,3,116,20,icu team is best here but pls value patients time and money if you take advance appointment for doctor consultation,1
Hospitality provided by the staff Nurses housekeeping team canteen employees was Outstanding Especially the Doctors team,1,5,120,16,hospitality provided by the staff nurses housekeeping team canteen employees was outstanding especially the doctors team,1
best quality of service compared to surrounding hospitals,1,5,57,8,best quality of service compared to surrounding hospitals,1
Staff is well behaved and cooperative within their limits Excellent as compared to others,1,4,89,14,staff is well behaved and cooperative within their limits excellent as compared to others,1
The reception team is quite helpful aswell But sometimes I observed that things went haywire due to loopholes in the management.,1,3,128,21,the reception team is quite helpful aswell but sometimes i observed that things went haywire due to loopholes in the management,1
On the other hand the finance team is bad in providing financial estimate They will try to sell package,0,2,103,19,on the other hand the finance team is bad in providing financial estimate they will try to sell package,0
The lady who leads the finance team is very rude and have got some attitude issues.,0,1,83,16,the lady who leads the finance team is very rude and have got some attitude issues,0
I had a great experience at NU Hospital West as a new patient and so grateful that my surgery was a success.,1,4,108,22,i had a great experience at nu hospital west as a new patient and so grateful that my surgery was a success,1
Over all I would say it's an ok types hospital not good to get 3 stars.,0,1,71,16,over all i would say its an ok types hospital not good to get stars,0
The hospital is very clean and the nurses were very caring during my stay after surgery.,1,4,88,16,the hospital is very clean and the nurses were very caring during my stay after surgery,1
The staff are very helpful and care they give us great hospitality guid us thank you very much my coordinator from  hospital,1,5,124,22,the staff are very helpful and care they give us great hospitality guid us thank you very much my coordinator from hospital,1
Great service received from hospital All staffs are very good front office Doctor and Nursing.,1,5,94,15,great service received from hospital all staffs are very good front office doctor and nursing,1
I hau under went PCNL urgery in NU Hospital this was good hospital all the staff was very professional.,1,5,103,19,i hau under went pcnl urgery in nu hospital this was good hospital all the staff was very professional,1
I am not no about inpatient service but excellent service by outpatient department thank you once again.,1,3,104,17,i am not no about inpatient service but excellent service by outpatient department thank you once again,1
This is our pleasure to inform you that it's a great hospital and staff of customer care more professional and they are giving nice Hospitality.,1,5,144,25,this is our pleasure to inform you that its a great hospital and staff of customer care more professional and they are giving nice hospitality,1
hospitals customer is a patient and not a person but in NU hospital clearly customer is a person who needs care,1,5,111,21,hospitals customer is a patient and not a person but in nu hospital clearly customer is a person who needs care,1
NU hospitals provides a personal touch and you can see empathy with doctors nurses and other staff which is lacking in other hospitals.,1,4,135,23,nu hospitals provides a personal touch and you can see empathy with doctors nurses and other staff which is lacking in other hospitals,1
Very nice professional staff in all the blocks but in admin or insurance team a bit rude.,1,3,89,17,very nice professional staff in all the blocks but in admin or insurance team a bit rude,1
NU hospital is best hospital in Bangalore as this being a Super speciality hospital it has all the basic amenities under one roof,1,5,129,23,nu hospital is best hospital in bangalore as this being a super speciality hospital it has all the basic amenities under one roof,1
My heartfelt gratitude to NU Hospital staff who took care my father in law during admission,1,4,91,16,my heartfelt gratitude to nu hospital staff who took care my father in law during admission,1
All staffs are  not friendly so that we can feel stressed worst experience,0,2,74,13,all staffs are not friendly so that we can feel stressed worst experience,0
